微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KbkXR48Cg,【#还有两周五一小长假#，这个假期去哪玩？】再上14天班，就是五一假期！据文旅部，2020年度旅行社国内旅游接待人次前十地区为浙江、湖北、江苏、海南、贵州、广东、湖南、云南、安徽、福建。还没想好去哪？#2020年旅行社国内游十大最火目的地#供参考，春日旅行规划起来！文化和旅游部2020年度全国旅行社统计调查报告  原图 ,,http://wx4.sinaimg.cn/large/0033ImPzgy1gpmv8o4p59j60u04m77wq02.jpg,无,无,2021-04-17 17:24,微博 weibo.com,10637,691,1906
KbkCWpJcr,【爱鸟护鸟，别让天空变得孤独】中国是世界上鸟类种数最多的国家之一，全球9条候鸟迁徙路线中，有4条贯穿我国全境。今年是我国#爱鸟周活动设立40周年#，40年来，#朱鹮由发现之初7只增长到5000多只#，白鹤、黑鹤、中华秋沙鸭等野生鸟类资源不断恢复。一起呼吁，爱鸟护鸟，守护天空的精灵！  原图 ,,http://wx1.sinaimg.cn/large/0033ImPzly1gpmtr210i5j60m80zkqk602.jpg,无,无,2021-04-17 16:33,微博 weibo.com,7786,992,685
KbkxI2cYK,【关爱玻璃人#血友病患者适合什么运动#？】受点小伤就血流不止，换颗牙齿可能致命…他们是血友病患者。据估计，#中国仅三成血友病患者登记病例#。谨遵医嘱前提下，鼓励患者进行非接触式运动，如游泳、骑车、散步等，并使用防护装备和设备。今天，世界血友病日，让“玻璃人”的生活不再“易碎”！http://t.cn/A6cSN5kq 原图 ,,http://wx2.sinaimg.cn/large/0033ImPzgy1gpmtcl139wj60u032edzk02.jpg,无,无,2021-04-17 16:20,微博 weibo.com,12665,913,903
KbkiX61VJ,【过了今天，#还有50天高考#，为每一个追光少年加油】50天，约1200小时，这是你与梦想的距离。乾坤未定，每个为梦想拼尽全力、坚持到底的你，都是好样的！请继续努力，回首这段光辉岁月，让人骄傲的，远非一纸通知，而是那个全力以赴不曾放弃的你。明天#高考倒计时50天#，青春无悔，高考加油！  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1gpms8zshevj60go0godiz02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gpms8zs1clj60go0goabt02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gpms8zs504j60go0gomys02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gpms8zroe8j60go0godhx02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gpmsbgk4qnj60go0go4an02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gpms8zsc3rj60go0go0ui02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gpms8zs4m7j60go0goq6a02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gpms8zuxfhj60go0go0v802.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gpms8zve6zj60go0go76t02.jpg",无,无,2021-04-17 15:43,微博 weibo.com,10530,2063,1396
Kbk16tUDo,【亲闺女！#爸爸喝醉女儿即兴唱歌吐槽#】近日，湖北宜昌一个9岁女孩自编自唱“醉酒歌”走红。女孩边写作业边摇头晃脑地唱，“妈妈不说话，爸爸还在地上爬，没人管他”，“等我过来，就和你一起爬”。爸爸说，女儿平时就喜欢唱歌，当天可能看到了自己的醉态，自己也觉得好笑。时间视频的微博视频  ,,无,无,无,2021-04-17 14:59,微博视频号,10973,1206,1006
KbjQk85WW,【#人民锐评#：香港人心思安，别有用心的鼓噪注定徒劳】在2021年全民国家安全教育日上，香港内外一些势力再次对香港国安立法及完善选举制度肆意指责。事实胜于雄辩，当“东方之珠”面临回归以来最严峻的局面时，香港国安法的出台对香港恢复社会稳定、走出黑暴阴霾的作用立竿见影。涉及国家安全的问题，没有任何商量余地。凡危害国家安全的，属“硬对抗”就依法打击，属“软对抗”就依法规管，这是香港防止黑暴死灰复燃、扫除繁荣发展障碍的必要之举。http://t.cn/A6cSfD9i 原图 ,,http://wx1.sinaimg.cn/large/0033ImPzly1gpmqa5snzwj60rs15otl602.jpg,无,无,2021-04-17 14:33,微博 weibo.com,2822,285,213
KbjBt7oZG,【“有事找警察”续集！#银狐被蜱虫叮进派出所求救#】近日，黑龙江穆棱一派出所出现一只银狐，它在大厅里走动，不怕人也不离开。民警发现它眼眉等处有蜱虫，送医后从身上揪下30多只蜱虫。据介绍，银狐为国家二级保护动物，来派出所很可能是为了求助。网友：都知道有事找警察了……小央视频的微博视频  ,,无,无,无,2021-04-17 13:56,微博视频号,24087,1436,1426
Kbjlmlv9Q,【久坐族看过来！专家教你站位#脊柱牵拉操#】久坐以后腰酸、背疼、脖子僵，可以换个姿势，站起来，做5分钟的脊柱牵拉操。收藏，下次试试↓↓MV医学微视的微博视频  ,,无,无,无,2021-04-17 13:16,微博视频号,4072,3128,366
Kbjguz94u,【#驻美使馆回应美日领导人联合声明#】17日，驻美使馆发言人就美日领导人联合声明涉华内容作出回应。发言人表示，台湾、香港和涉疆问题是中国的内政，东海、南海涉及中国领土主权和海洋权益，这些问题关乎中国的根本利益，不容干涉。我们对美日领导人联合声明相关言论表示强烈不满和坚决反对。中方必将坚定捍卫国家主权、安全、发展利益。美日上述言论已经完全超出正常发展双边关系的范畴，损害第三方利益，损害地区国家相互理解与信任，损害亚太和平与稳定。明明是企图在亚太地区搞分裂、搞针对别国的“小圈子”，却冠之以“自由开放”，实在是莫大的讽刺。美日这种图谋逆时代潮流而动，拂地区国家民心而行，势必以损人的目的出发，以害己的结果告终。驻美使馆发言人指出，美日口口声声说要应对本地区各种挑战，但当前本地区面临的最迫切安全挑战是日本单方面决定把福岛核废水排入海洋，这种做法极其不负责任，严重损害地区国家和人民的切身利益。美国的纵容态度也同样不可取。美日难道想要打造一个“核废污染的印太地区”吗？美日如果还能顾及维护人类共有的海洋环境，还能顾及地区国家人民包括其自身子孙后代的健康安全，就应该慎重对待核废水处置问题。（人民日报记者吴乐珺） 原图 ,,http://wx1.sinaimg.cn/large/0033ImPzly1gpmnqt4wb9j618a0u01kx02.jpg,无,无,2021-04-17 13:04,微博 weibo.com,14102,744,849
Kbj7IBhNb,【惊艳！#匠人用大米做出三星堆黄金面具#】近日，浙江泰顺的米塑非遗传承人张甜清用传统技艺复原了三星堆“金”面具。张甜清说，自己做米塑已经有十几年了，之前在网上看到考古挖掘出的三星堆黄金面具，觉得挺有意思，于是就亲手“捏”了一个！看巧手匠人如何点“米”成“金”↓↓新华社的微博视频  ,,无,无,无,2021-04-17 12:43,微博视频号,5570,402,467
KbiOJlRWT,【超梦幻！#福建蓝眼泪奇观迎来爆发期#】4月，福建福州又到了观赏“蓝眼泪”的季节，近期已开始大量出现在平潭周边海域，绵延的海岸犹如银河星空。“蓝眼泪”是由浮游生物夜光藻引起的发光现象。夜光藻体内有荧光酶和荧光素，受海浪拍打等刺激时发生反应，就会发出浅蓝色的光。（人民日报记者刘晓宇）  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1gpmlmnc9sqj60u00k0tc502.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gpmlmnjwc0j60u00k0gpg02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gpmlmndrgwj60u00k0n1w02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gpmlmndu7wj60u00k0tco02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gpmlmnh752j60u00gvdhh02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gpmlmniw2lj60u00k0n0j02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gpmlmnggrhj60u00k074s02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gpmlmnc3zjj60u00k0ac302.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gpmlmndm3fj60u00k0n0202.jpg",无,无,2021-04-17 11:56,微博 weibo.com,6852,1196,1081
Kbio5B2YA,【不用再舔酸奶盖！#小学生发明旋转吸管免舔酸奶盖#】近日，上海卢湾实验小学的秦紫馨发明了一款酸奶吸管。秦同学说，喝完酸奶后舔酸奶盖很不方便，她从雨伞的结构得到启发，在普通吸管的外层增加推拉结构，吸管插进酸奶杯后撑开，旋转吸管就能刮掉黏着的酸奶。网友：懒人福音！021视频的微博视频  ,,无,无,无,2021-04-17 10:50,微博视频号,11792,670,1198
KbihUgtB9,【劣迹斑斑！#美国破坏国际规则事例合集#】以一小瓶白色洗衣粉栽赃伊拉克，发动战争造成数十万人伤亡；特朗普政府2017年以来对他国实施的制裁措施超过3900项，相当于每天挥舞3次“制裁大棒”；#美国仍拖欠联合国会费12.37亿美元#，占会员国全部欠款总额的51%…干涉他国内政、践踏国际规则、单边霸凌制裁、背弃承诺义务、“驰名”人权双标，美国让别国遵守规则，实质上是让别国屈从于美国主导的单极独霸的世界秩序。 http://t.cn/A6cSVzhm ,,无,无,无,2021-04-17 10:35,微博 weibo.com,3199,546,373
KbhXTvbIU,【#新中国航空工业70岁生日快乐#】1951年的今天，《关于航空工业建设的决定》成为新中国航空工业的“出生证”。70年来，一代代航空人白手起家，从修理、仿制再到如今的自主研制，终于换来“20家族”成团高飞！今天，新中国航空事业发展70周年，致敬所有为之奉献的奋斗者！央视军事的微博视频  ,,无,无,无,2021-04-17 09:46,微博视频号,4288,1053,594
KbhLgqSMY,【#白血病患儿爸爸组建空调清洗队#：闲暇时间务工补贴家用】16日，福建福州#钢铁侠空调清洗队#引发关注。他们主要由白血病患儿家长组成，利用闲暇时间清洗空调补贴医疗费。团队组建者黄爸爸称，他们取名“钢铁侠”，是为了像“钢铁一样，保护自己的孩子”，团队平时也会无偿为残障人士清洗空调。http://t.cn/A6caJFwe ,,无,无,无,2021-04-17 09:15,微博视频号,42167,6554,1141
KbhAen3U5,【值得收藏！这些#热门红色旅游景点#，你都去过吗？】中共一大会址纪念馆、延安革命纪念馆、中国人民抗日战争纪念馆、抗美援朝纪念馆…今年是#中国共产党100周年#，越来越多的红色景点成为人们聆听红色故事、致敬英雄模范的“打卡地”。你去过哪些红色旅行地？五一假期临近，来趟红色之旅吧！  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/0033ImPzgy1gpmgakmgqvj60j61661fz02.jpg,http://ww4.sinaimg.cn/large/0033ImPzgy1gpmgasf7aaj60j6166kc902.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1gpmgav7muoj60j61667oe02.jpg,http://ww2.sinaimg.cn/large/0033ImPzgy1gpmgaxnwwzj60j6166tqx02.jpg,http://ww2.sinaimg.cn/large/0033ImPzgy1gpmgazwa0vj60j6166as602.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1gpmgb2a23vj60j61667lv02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1gpmgb4fuv8j60j6166njz02.jpg,http://ww3.sinaimg.cn/large/0033ImPzgy1gpmgb6r7daj60j6166ngv02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1gpmgb8wqt4j60j617b1f602.jpg",无,无,2021-04-17 08:48,微博 weibo.com,6067,2541,773
Kbhrnr7XV,【#2020年我国新发癌症占全球23.7%#，#2020年我国每分钟有8人被确诊癌症#】世卫组织日前发布的最新数据显示，2020年全球新发癌症1929万例，其中我国新发癌症457万人，占全球23.7%。中国癌症发病有一个明显特点——排名前6的癌种中，4个是消化道肿瘤。#国家卫健委推荐的癌症检查方法#↓↓http://t.cn/A6cSLWDp ,,无,无,无,2021-04-17 08:26,微博视频号,45774,3101,3681
Kbh6Ylx79,【痛心！#北京一储能电站起火致2名消防员牺牲#】据@北京消防，4月16日12时17分，北京丰台区一储能电站起火，15个消防站47辆消防车235名指战员到场处置。14时15分许，在对电站南区进行处置过程中，电站北区突发爆炸，导致2名消防员牺牲，1名消防员受伤（伤情稳定），电站内1名员工失联。  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/0033ImPzly1gpme2c12ftj60g50atgmi02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gpmdzrc9fqj61400u0grw02.jpg",无,无,2021-04-17 07:36,微博 weibo.com,6672,4916,1796
KbgYNncCy,【#劳尔卡斯特罗卸任古共中央第一书记#】当地时间4月16日，古巴共产党第八次全国代表大会在哈瓦那会议宫开幕。古共中央第一书记劳尔·卡斯特罗正式宣布，不再接受继续担任党内最高领导职务的提议。这意味着劳尔·卡斯特罗继2018年卸任国家元首后，正式退出了古巴执政党领导集体。古共八大开幕 劳尔·卡斯特罗宣布不再担任古共中央第一书记职务  原图 ,,http://wx2.sinaimg.cn/large/0033ImPzly1gpmdnhq0rzj60lc0f7wgo02.jpg,无,无,2021-04-17 07:15,微博 weibo.com,10987,464,885
KbgT9dMCN,【所谓幸运，其实都源于你积攒的坚持和努力】成功路上，逢山有路，遇水有桥，谓之幸运。但谋事在人，而后成事在天。真正的幸运，是努力而有所得，是坚持而有所获，而非两手一摊的不作为。那些日积月累的努力，都会慢慢转化为属于你的能力。余生，愿你相信幸运，更相信努力有意义。共勉，早安。  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/0033ImPzgy1gpmd8h81rbj60m80m8q5k02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1gpmd8jkreuj60m80m80vs02.jpg,http://ww4.sinaimg.cn/large/0033ImPzgy1gpmd8lqhgej60m80m8q5r02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1gpmd8nymp4j60m80m8q5l02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1gpmd8q0ugyj60m80m8n0f02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1gpmd8rwwt0j60m80m8dir02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1gpmd8u6so5j60m80m877h02.jpg,http://ww2.sinaimg.cn/large/0033ImPzgy1gpmd8wk6phj60m80m877c02.jpg,http://ww4.sinaimg.cn/large/0033ImPzgy1gpmd8ympezj60m80m8ju702.jpg",无,无,2021-04-17 07:01,微博 weibo.com,7241,4119,1477
KbdXsETYx,【#你好，明天#】在莫斯科国家大剧院激情演讲，仅存的#李大钊生前唯一视频影像#让无数网友动容。视频还原了李大钊的青春风采，也将我们代入到风云激荡的历史现场。“进前而勿顾后，背黑暗而向光明”，一代代共产党人不容神州陆沉，勇往奋进以赴之，瘅精瘁力、断头流血，才有今日中国。致敬！http://t.cn/A6cX1yck ,,无,无,无,2021-04-16 23:34,微博视频号,8006,1471,686
KbdCSbMGp,【#黑白天鹅组团出游#：春天真美！】4月16日，河北省邯郸市天鹅湖大风扬尘过后，满湖落英，天鹅们在湖里嬉戏觅食，仿佛一幅幅美丽的画。戳图，一起感受春日美景！  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/0033ImPzgy1gplyl03brlj61b80rlqcl02.jpg,http://ww3.sinaimg.cn/large/0033ImPzgy1gplyjxyqdbj61b80oeajt02.jpg,http://ww2.sinaimg.cn/large/0033ImPzgy1gplyjt37b1j61b80omtia02.jpg,http://ww2.sinaimg.cn/large/0033ImPzgy1gplyjyb1djj61b80ren4q02.jpg,http://ww1.sinaimg.cn/large/0033ImPzgy1gplyjxyv5fj61b80suai702.jpg,http://ww3.sinaimg.cn/large/0033ImPzgy1gplyjt566uj61b80on7es02.jpg,http://ww2.sinaimg.cn/large/0033ImPzgy1gplyjy7lujj61b80oxteq02.jpg,http://ww2.sinaimg.cn/large/0033ImPzgy1gplyjya6ufj61b80oa12602.jpg,http://ww4.sinaimg.cn/large/0033ImPzgy1gplyjyc8nhj61b80rgqaa02.jpg",无,无,2021-04-16 22:43,微博 weibo.com,3872,663,704
KbdsaxlJT,【夜读：认真做事的人，会得到最好的犒赏】世上无难事，只怕有心人。有些事并不复杂，也不难，关键是看你以怎样的态度去对待。把一件简单的事做好就是不简单，把每一件平凡的事做好就是不平凡。加油，共勉！ 【夜读】认真做事的人，会得到最好的犒赏  ,,无,无,无,2021-04-16 22:17,微博 weibo.com,5145,2034,945
KbdjObvfY,【励志！#独腿博士研发假肢能踢球跳舞#】贵州的孙小军9岁时因意外右腿截肢，他没有自暴自弃，拄着拐杖一路考上博士，毕业后开始创业，用5年时间研发出一款智能电动假肢，不仅能爬山跳舞，甚至还帮他实现了幼年时踢足球的梦想。孙小军说，希望自己能帮助更多的残疾人。江苏新闻的微博视频  ,,无,无,无,2021-04-16 21:56,微博视频号,14216,1284,734
